"year","block","trt","subplot","drought","nativecov","totalcov","BG","Litter","plot","invaded","CHAL","ARFR","CHLE","RACO","POOL","BRTE","ASDR","HECO","GAAR","ACHY","PASM","ARLU","ACMI","MATA","POPE","DACA","SCSC","FEID","AMRE","THFI","BOGR","POSE","SPCO","ARPU","SPCR","LIPU","KOMA","BRIN","ELEL","HEVI","BOCU","SOTR","TRDU","CAMI","SATR","MONU","CADU","unkgrass","AMTO","LIDA","TAOF","COAR","MEOF","unknown dicot","ARPO","VEBR","THAR","PLPA","EUGL","BASC","MANE","LEDR","BUDA","DESO","SIAL","GRSQ"
"2022","1","ir","s","0",0.07,0.0725,80,13,"1.ir.s",NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,0.25,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","1","r","n","0",0.0275,0.0305,90,3,"1.r.n",NA,NA,2,0.1,0,NA,0.1,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,0.25,0.25,NA,NA,0,0,0.25,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","1","r","s","0",0.0325,0.045,0,2,"1.r.s",NA,NA,0,0,0,NA,0,NA,0.25,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,NA,0,0,1.5,0,NA,NA,0,0,1.5,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","10","dt","n","0",0.1725,0.1725,40,40,"10.dt.n",NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,2,0.25,0,NA,0,0,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","10","dt","s","0",0.185,0.185,50,30,"10.dt.s",NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,0,7.5,0,0,NA,0,0,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","10","fd","n","0",0.035,0.035,90,10,"10.fd.n",NA,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,0.75,0,0,0.75,0,NA,0,0.25,NA,NA,0,1,NA,0.75,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","10","fd","s","0",0.06,0.06,90,5,"10.fd.s",NA,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,NA,0,1.25,0,1,0,NA,0,1.5,NA,NA,0,0,NA,2.25,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","10","ir","n","0",0.03,0.0475,90,5,"10.ir.n",NA,NA,NA,0.25,0,NA,0,NA,0.25,0,0,NA,0,0,0,0,NA,0,0,NA,NA,2.5,NA,0,NA,NA,0,0.25,NA,NA,0,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","10","ir","s","0",0.085,0.085,80,12,"10.ir.s",NA,NA,NA,0,0,NA,0,NA,0.5,0,1,NA,0,0,0,0,NA,0,0,NA,NA,7,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","10","r","n","0",0.0875,0.0875,80,15,"10.r.n",NA,NA,0,NA,0,NA,0,NA,1,0,NA,NA,0,0,NA,0.75,NA,NA,0,NA,0,0.5,0.5,0,NA,NA,NA,0.5,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","10","r","s","0",0.056,0.056,80,18,"10.r.s",NA,NA,0,NA,0,NA,0,NA,1.5,0,NA,NA,0,0,NA,0,NA,NA,0,NA,0,0.1,0.25,0,NA,NA,NA,0.5,NA,NA,0,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","11","dt","n","1",0.002,0.002,90,15,"11.dt.n",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0.1,NA,0,NA,0.1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","11","dt","s","1",0.003,0.003,80,25,"11.dt.s",NA,NA,NA,NA,NA,NA,0,0,0.1,0,NA,NA,0,0,0,0,NA,NA,0.1,NA,0,NA,0.1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","11","fd","n","1",0.0035,0.0035,90,15,"11.fd.n",NA,NA,0,NA,NA,NA,0,NA,0.25,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","11","fd","s","1",0.001,0.001,80,20,"11.fd.s",NA,NA,0,NA,NA,NA,0,NA,0.1,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","11","ir","n","1",0,0,90,5,"11.ir.n",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","11","ir","s","1",0.002,0.002,90,10,"11.ir.s",NA,NA,NA,NA,0,NA,0,NA,0.1,NA,0,0,0,0,0,0,NA,0.1,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","11","r","n","1",0.001,0.001,50,50,"11.r.n",NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","11","r","s","1",0.0025,0.0025,35,60,"11.r.s",NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","12","dt","n","0",0.0225,0.0225,90,10,"12.dt.n",NA,NA,0,NA,0,NA,0,NA,NA,0,0.5,0.5,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0.25,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","12","dt","s","0",0.0275,0.0275,90,5,"12.dt.s",NA,NA,0,NA,0,NA,0,NA,NA,0,0,1.5,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0.25,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","12","fd","n","0",0.01,0.01,70,25,"12.fd.n",NA,NA,NA,NA,0,NA,0,0,0.5,0,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0.25,0,0,NA,NA,0,NA,NA,0,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","12","fd","s","0",0.045,0.045,90,4,"12.fd.s",NA,NA,NA,NA,0,NA,0,0,0.25,0,NA,NA,NA,0,NA,0.5,0,NA,0,NA,0,2,0,0,NA,NA,0,NA,NA,0,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","12","ir","n","0",0,0,100,5,"12.ir.n",NA,NA,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","12","ir","s","0",0,0,90,7,"12.ir.s",NA,NA,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","12","r","n","0",0.037,0.0395,50,40,"12.r.n",NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0.1,NA,NA,0,0.25,0,0,0,NA,0,3,0.1,0,NA,NA,NA,0,0.25,NA,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","12","r","s","0",0.045,0.0475,80,15,"12.r.s",NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0.75,NA,NA,0,0,0,0,0,NA,0,3.25,0,0,NA,NA,NA,0,0.25,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","13","dt","n","0",0.046,0.046,80,10,"13.dt.n",NA,NA,NA,NA,NA,NA,0,0,0.25,0,0,NA,0,0,0,NA,0,0,0.1,NA,0,4,NA,0,NA,NA,0,0.25,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","13","dt","s","0",0.106,0.1085,60,30,"13.dt.s",NA,NA,NA,NA,NA,NA,0.25,0,0.25,0,0,NA,0,0,0,NA,0,0,0,NA,0,10,NA,0,NA,NA,0,0.1,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","13","fd","n","0",0.0225,0.0225,5,90,"13.fd.n",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0.5,0,NA,0,0,0,0,0.5,NA,0,0.5,NA,0,NA,NA,NA,NA,NA,0,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","13","fd","s","0",0.096,0.096,50,50,"13.fd.s",NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0.75,0,NA,0,0.25,0,0.75,0.1,NA,0,3.25,NA,0.25,NA,NA,NA,NA,NA,0,1.25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","13","ir","n","0",0.0235,0.0235,80,20,"13.ir.n",NA,NA,0,NA,0,NA,0,NA,NA,NA,0.25,NA,0,NA,0,0,0,0.1,NA,NA,0,0.5,NA,NA,0,0.5,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","13","ir","s","0",0.045,0.045,90,6,"13.ir.s",NA,NA,0,NA,0,NA,0,NA,NA,NA,0.25,NA,0,NA,0,0,0,0,NA,NA,0,0.75,NA,NA,0,0,0,NA,NA,NA,0,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","13","r","n","0",0.0135,0.0135,90,10,"13.r.n",NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0.1,0,0,NA,0,0.25,0.5,0,NA,NA,0,NA,NA,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","13","r","s","0",0.066,0.066,90,6,"13.r.s",NA,NA,NA,NA,0,NA,0,0,1,NA,NA,NA,NA,NA,0,0.5,0,0,0.1,NA,0,4,1,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","14","dt","n","1",0.0055,0.0055,20,80,"14.dt.n",NA,NA,0,NA,0,NA,0,NA,NA,0,0.1,0,0,0,0,0,NA,0,NA,NA,NA,0.1,0.1,0,NA,NA,NA,NA,NA,NA,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","14","dt","s","1",0.0175,0.0175,70,25,"14.dt.s",NA,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0.5,0.25,0,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","14","fd","n","1",0.0055,0.0055,90,10,"14.fd.n",NA,NA,NA,NA,0,NA,0,0,NA,NA,0.1,0,NA,0,0,0.1,0,0,NA,NA,0,0.25,NA,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","14","fd","s","1",0.013,0.013,90,5,"14.fd.s",NA,NA,NA,NA,0,NA,0,0,NA,NA,0.1,0.1,NA,0,0,1,0,0,NA,NA,0,0,NA,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","14","ir","n","1",0.0095,0.0095,90,10,"14.ir.n",NA,NA,0,NA,NA,NA,0,0,NA,0,0.1,NA,0,NA,0,0,NA,NA,0.1,NA,0,0.5,NA,0,NA,0,NA,NA,NA,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","14","ir","s","1",0.0075,0.0075,90,8,"14.ir.s",NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0.5,NA,0,NA,0,NA,NA,NA,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","14","r","n","1",0.0255,0.0255,80,20,"14.r.n",NA,NA,0,NA,0,NA,0,NA,0.25,0,0,NA,0,0,0,NA,1,0.1,NA,NA,NA,1,NA,0,NA,NA,0.1,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","14","r","s","1",0.116,0.116,70,15,"14.r.s",NA,NA,0,NA,0,NA,0,NA,1.25,0,0,NA,7,0,0,NA,0.1,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","15","dt","n","1",0.02,0.02,25,70,"15.dt.n",NA,NA,0,NA,0,NA,0,0,0.5,0,NA,NA,0,0,0,NA,0,0,NA,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","15","dt","s","1",0.0535,0.0535,25,70,"15.dt.s",NA,NA,0,NA,0,NA,0,0,0.1,0,NA,NA,0,0,0,NA,0,0,NA,NA,0,1,0.25,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","15","fd","n","1",0.022,0.022,80,20,"15.fd.n",NA,NA,0,NA,NA,NA,0,NA,NA,0,0.1,NA,0,0,0,NA,0,NA,0,NA,0,0.25,0.1,0,0,0.25,NA,NA,0,NA,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","15","fd","s","1",0.0375,0.04,80,15,"15.fd.s",NA,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,0,0,0,NA,0,NA,0.25,NA,0,0.5,0,0,0,0,NA,NA,0.25,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","15","ir","n","1",0.006,0.006,90,5,"15.ir.n",NA,NA,0,NA,0,NA,0,0,NA,NA,NA,0,0,0,0,0.1,NA,0,0,NA,0,0.25,0.25,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","15","ir","s","1",0.0145,0.0145,90,10,"15.ir.s",NA,NA,0,NA,0,NA,0,0,NA,NA,NA,0,0,0,0,0.25,NA,0.75,0.1,NA,0,0.25,0,NA,NA,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","15","r","n","1",0.0135,0.0135,90,3,"15.r.n",NA,NA,1,NA,0,NA,0,0,0,NA,0,0.25,0,0,0,NA,0,0,NA,NA,0,NA,0.1,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","15","r","s","1",0.0485,0.0485,80,10,"15.r.s",NA,NA,4,NA,0,NA,0,0,0,NA,0,0.75,0,0,0,NA,0.1,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","16","dt","n","0",0.035,0.0475,70,30,"16.dt.n",NA,NA,0,0,0,NA,0,0,3,NA,NA,0,0.25,0,0,0.25,0,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","16","dt","s","0",0.07,0.085,80,15,"16.dt.s",NA,NA,0,1.5,0,NA,0,0,6.75,NA,NA,0,0,0,0,0.25,0,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","16","fd","n","0",0,0,100,5,"16.fd.n",NA,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","16","fd","s","0",0.0525,0.0525,90,6,"16.fd.s",NA,NA,0,NA,0,NA,0,0,NA,1.25,0,0,0,0,0,NA,0,NA,1.5,NA,NA,0.25,NA,NA,NA,0.75,NA,NA,NA,NA,0.25,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","16","ir","n","0",0.03,0.045,0,0,"16.ir.n",NA,NA,0,NA,0,NA,1.5,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,0,0.5,NA,0,0,NA,NA,0,NA,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","16","ir","s","0",0.03,0.03,90,5,"16.ir.s",NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,0,0.75,NA,0,0,NA,NA,0,NA,0,0,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","16","r","n","0",0.011,0.011,90,5,"16.r.n",NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0,NA,0,NA,1,NA,0,0.1,0,0,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","16","r","s","0",0.0275,0.0275,90,8,"16.r.s",NA,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,2,0,0,NA,0,NA,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","17","dt","n","0",0.3525,0.3525,50,10,"17.dt.n",NA,NA,0,NA,NA,NA,0,0,NA,0,0.25,NA,NA,0,0,NA,0,NA,NA,NA,0,35,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","17","dt","s","0",0.405,0.405,50,8,"17.dt.s",NA,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,40,0.5,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","17","fd","n","0",0.0675,0.0675,80,5,"17.fd.n",NA,NA,0,NA,NA,NA,0,NA,0.5,0,0,3,0,0,NA,0.25,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","17","fd","s","0",0.1195,0.1195,80,6,"17.fd.s",NA,NA,0,NA,NA,NA,0,NA,0.1,0,0.1,3.75,0,0,NA,0.5,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","17","ir","n","0",0.1925,0.1925,70,5,"17.ir.n",NA,NA,0,NA,NA,NA,0,0,NA,0,0,0.5,0.5,NA,0,0,NA,0.25,0,NA,0,18,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","17","ir","s","0",0.1975,0.1975,80,5,"17.ir.s",NA,NA,0,NA,NA,NA,0,0,NA,0,3,0.75,0,NA,0,0,NA,1,0,NA,0,15,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","17","r","n","0",0.37,0.37,40,10,"17.r.n",NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,0,0,0.5,0,NA,0,NA,NA,35,NA,0,0,0.5,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","17","r","s","0",0.2425,0.2425,60,18,"17.r.s",NA,NA,NA,NA,NA,NA,0,0,0.75,0,NA,NA,NA,0,0,0,0,NA,0.25,NA,NA,22,NA,0,0,1.25,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","18","dt","n","0",0.006,0.006,10,90,"18.dt.n",NA,NA,0,NA,0,NA,0,0,0.1,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,0.25,NA,NA,NA,NA,0,NA,NA,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","18","dt","s","0",0.0175,0.0175,18,80,"18.dt.s",NA,NA,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0.25,NA,NA,1.25,NA,NA,NA,NA,0,NA,NA,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","18","fd","n","0",0.011,0.011,70,30,"18.fd.n",NA,NA,0,NA,0,NA,0,0,0.25,NA,0,0.1,0,NA,0,NA,0,NA,NA,NA,0,0.75,NA,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
